1.四则运算题目1    1 - 1 = 
582.四则运算题目582    4 + 7 - 4 + 2 = 
583.四则运算题目583    4 + 4 - 4 - 1 = 
584.四则运算题目584    9 * 9 * 9 + 6 = 
585.四则运算题目585    9 + 8 - 8 - 4 = 
586.四则运算题目586    8 * 4 / 1 - 4 = 
587.四则运算题目587    2 * 3 - 3 = 
588.四则运算题目588    7 + 5 * 5 = 
589.四则运算题目589    5 * 5 * 3 - 3 = 
590.四则运算题目590    5 * 2 - 0 = 
591.四则运算题目591    8 * 8 * 8 = 
592.四则运算题目592    9 / 1 + 7 = 
593.四则运算题目593    9 - 4 + 4 = 
594.四则运算题目594    9 + 9 + 2 = 
595.四则运算题目595    9 * 9 - 3 + 9 = 
596.四则运算题目596    9 - 2 + 2 = 
597.四则运算题目597    4 - 2 / 4 + 4 = 
598.四则运算题目598    5 + 4 / 5 + 5 = 
599.四则运算题目599    9 * 9 + 9 + 3 = 
600.四则运算题目600    8 - 3 / 3 = 
601.四则运算题目601    2 / 3 * 2 = 
602.四则运算题目602    3 * 3 * 3 = 
603.四则运算题目603    5 + 6 / 5 + 6 = 
604.四则运算题目604    9 + 9 + 5 = 
605.四则运算题目605    6 + 6 + 1 * 4 = 
606.四则运算题目606    2 + 2 * 2 + 2 = 
607.四则运算题目607    3 + 1 / 1 = 
608.四则运算题目608    6 / 2 * 4 + 5 = 
609.四则运算题目609    8 + 5 * 7 - 9 = 
610.四则运算题目610    5 + 3 * 8 = 
611.四则运算题目611    9 + 9 + 9 = 
612.四则运算题目612    4 + 9 - 6 / 9 = 
613.四则运算题目613    8 + 6 / 6 = 
614.四则运算题目614    6 - 1 + 3 = 
615.四则运算题目615    8 * 8 * 5 = 
616.四则运算题目616    7 + 7 + 7 - 7 = 
617.四则运算题目617    2 / 6 = 
618.四则运算题目618    2 / 7 = 
619.四则运算题目619    4 - 0 + 4 - 4 = 
620.四则运算题目620    8 + 4 / 4 = 
621.四则运算题目621    3 - 7 / 8 = 
622.四则运算题目622    1 + 0 - 1 + 1 = 
623.四则运算题目623    8 + 3 - 8 + 9 = 
624.四则运算题目624    3 + 6 - 6 = 
625.四则运算题目625    9 / 6 + 6 + 6 = 
626.四则运算题目626    0 + 8 * 8 * 8 = 
627.四则运算题目627    6 - 1 / 6 = 
628.四则运算题目628    4 / 6 + 8 = 
629.四则运算题目629    5 / 5 / 8 + 4 = 
630.四则运算题目630    6 * 6 * 1 - 6 = 
631.四则运算题目631    1 / 5 * 1 = 
632.四则运算题目632    7 / 5 + 7 = 
633.四则运算题目633    8 - 3 + 8 = 
634.四则运算题目634    5 + 7 * 2 / 5 = 
635.四则运算题目635    3 + 6 - 6 - 3 = 
636.四则运算题目636    6 + 9 / 6 = 
637.四则运算题目637    4 / 4 + 4 = 
638.四则运算题目638    9 + 9 + 9 + 2 = 
639.四则运算题目639    2 + 2 + 2 + 0 = 
640.四则运算题目640    4 + 6 / 5 * 4 = 
641.四则运算题目641    1 * 1 * 1 * 0 = 
642.四则运算题目642    8 * 8 * 3 / 5 = 
643.四则运算题目643    5 + 8 * 5 = 
644.四则运算题目644    8 / 5 = 
645.四则运算题目645    8 / 7 + 0 = 
646.四则运算题目646    6 + 3 * 3 / 3 = 
647.四则运算题目647    8 + 0 - 6 = 
648.四则运算题目648    0 + 0 + 8 = 
649.四则运算题目649    5 + 9 - 5 + 9 = 
650.四则运算题目650    5 * 8 - 8 - 6 = 
651.四则运算题目651    9 + 9 + 9 - 9 = 
652.四则运算题目652    2 / 2 / 5 + 5 = 
653.四则运算题目653    2 * 2 * 6 / 9 = 
654.四则运算题目654    3 + 3 + 4 - 4 = 
655.四则运算题目655    4 * 4 * 4 * 4 = 
656.四则运算题目656    7 * 6 / 6 / 5 = 
657.四则运算题目657    1 + 8 - 6 / 6 = 
658.四则运算题目658    1 + 6 - 1 + 1 = 
659.四则运算题目659    5 - 2 / 5 = 
660.四则运算题目660    9 - 2 / 2 * 3 = 
661.四则运算题目661    9 / 5 = 
662.四则运算题目662    7 + 2 * 7 + 6 = 
663.四则运算题目663    2 - 3 / 2 = 
664.四则运算题目664    2 + 2 + 7 / 7 = 
665.四则运算题目665    5 * 5 - 0 = 
666.四则运算题目666    8 - 5 + 8 - 5 = 
667.四则运算题目667    0 + 4 - 0 + 3 = 
668.四则运算题目668    4 + 7 - 4 + 7 = 
669.四则运算题目669    3 * 3 + 5 - 5 = 
670.四则运算题目670    4 * 9 - 7 = 
671.四则运算题目671    7 - 0 + 0 + 0 = 
672.四则运算题目672    6 + 6 + 8 - 8 = 
673.四则运算题目673    9 / 3 * 3 = 
674.四则运算题目674    1 + 1 + 1 + 3 = 
675.四则运算题目675    7 * 4 / 7 * 3 = 
676.四则运算题目676    2 / 2 / 2 / 4 = 
677.四则运算题目677    2 * 2 * 5 = 
678.四则运算题目678    5 + 5 + 1 - 5 = 
679.四则运算题目679    9 / 2 + 2 = 
680.四则运算题目680    2 / 1 + 7 - 1 = 
681.四则运算题目681    8 + 7 - 7 = 
682.四则运算题目682    7 / 9 - 0 = 
683.四则运算题目683    0 / 5 * 2 = 
684.四则运算题目684    1 * 3 / 3 / 1 = 
685.四则运算题目685    3 * 1 + 1 + 3 = 
686.四则运算题目686    0 / 8 = 
687.四则运算题目687    2 / 3 * 3 + 3 = 
688.四则运算题目688    7 - 1 / 2 + 4 = 
689.四则运算题目689    1 * 2 - 2 = 
690.四则运算题目690    2 + 2 + 7 - 7 = 
691.四则运算题目691    0 + 0 + 5 / 5 = 
692.四则运算题目692    6 * 1 - 5 + 2 = 
693.四则运算题目693    8 / 9 = 
694.四则运算题目694    1 / 5 - 1 / 5 = 
695.四则运算题目695    2 - 2 / 2 = 
696.四则运算题目696    2 * 8 - 8 = 
697.四则运算题目697    3 * 8 + 8 + 9 = 
698.四则运算题目698    2 * 2 / 2 = 
699.四则运算题目699    6 + 6 + 2 / 6 = 
700.四则运算题目700    3 / 3 / 3 / 5 = 
701.四则运算题目701    4 + 2 * 4 = 
702.四则运算题目702    9 * 5 - 5 = 
703.四则运算题目703    0 / 9 = 
704.四则运算题目704    2 * 7 / 2 + 1 = 
705.四则运算题目705    4 / 5 - 0 * 4 = 
706.四则运算题目706    6 / 3 * 1 - 2 = 
707.四则运算题目707    5 - 2 + 2 + 2 = 
708.四则运算题目708    1 / 4 + 0 = 
709.四则运算题目709    6 * 3 - 1 + 3 = 
710.四则运算题目710    5 * 5 / 5 * 2 = 
711.四则运算题目711    5 - 8 / 5 = 
712.四则运算题目712    4 * 0 / 6 - 0 = 
713.四则运算题目713    7 - 9 / 7 = 
714.四则运算题目714    8 + 2 * 2 = 
715.四则运算题目715    3 * 3 + 3 = 
716.四则运算题目716    1 * 6 - 1 = 
717.四则运算题目717    7 + 0 * 6 - 6 = 
718.四则运算题目718    3 * 9 + 6 - 5 = 
719.四则运算题目719    8 - 1 / 8 = 
720.四则运算题目720    8 * 2 + 8 * 8 = 
721.四则运算题目721    7 + 1 * 8 / 1 = 
722.四则运算题目722    3 + 3 + 1 - 6 = 
723.四则运算题目723    9 * 9 * 8 - 9 = 
724.四则运算题目724    0 / 2 = 
725.四则运算题目725    6 - 2 / 6 = 
726.四则运算题目726    9 / 7 + 9 * 7 = 
727.四则运算题目727    0 * 5 / 3 + 0 = 
728.四则运算题目728    5 / 5 / 2 = 
729.四则运算题目729    9 / 7 * 1 + 7 = 
730.四则运算题目730    3 * 9 / 3 * 0 = 
731.四则运算题目731    0 + 1 - 0 = 
732.四则运算题目732    1 / 6 + 6 + 4 = 
733.四则运算题目733    6 * 3 / 3 / 6 = 
734.四则运算题目734    8 + 2 / 6 = 
735.四则运算题目735    4 - 3 + 2 = 
736.四则运算题目736    9 * 9 - 8 = 
737.四则运算题目737    8 - 0 + 0 + 4 = 
738.四则运算题目738    9 * 5 + 6 = 
739.四则运算题目739    7 - 5 + 5 + 5 = 
740.四则运算题目740    4 * 9 / 9 = 
741.四则运算题目741    3 / 8 = 
742.四则运算题目742    3 / 5 + 5 + 2 = 
743.四则运算题目743    8 / 8 / 1 = 
744.四则运算题目744    7 + 7 / 7 = 
745.四则运算题目745    6 + 3 - 6 + 7 = 
746.四则运算题目746    1 / 1 / 1 / 7 = 
747.四则运算题目747    1 / 2 = 
748.四则运算题目748    4 + 9 * 3 = 
749.四则运算题目749    8 / 8 / 3 = 
750.四则运算题目750    6 / 6 * 3 = 
751.四则运算题目751    8 * 8 * 1 / 8 = 
752.四则运算题目752    5 + 5 + 1 = 
753.四则运算题目753    5 + 8 * 8 = 
754.四则运算题目754    5 - 8 / 3 = 
755.四则运算题目755    3 + 3 + 5 = 
756.四则运算题目756    0 / 5 + 2 = 
757.四则运算题目757    6 - 7 / 7 / 6 = 
758.四则运算题目758    4 * 8 + 4 * 9 = 
759.四则运算题目759    8 * 8 * 0 = 
760.四则运算题目760    6 * 2 - 2 - 2 = 
761.四则运算题目761    3 * 3 * 7 + 7 = 
762.四则运算题目762    6 * 6 * 9 = 
763.四则运算题目763    8 + 7 * 8 = 
764.四则运算题目764    5 - 0 + 0 / 5 = 
765.四则运算题目765    7 / 3 * 1 + 3 = 
766.四则运算题目766    7 + 3 * 7 = 
767.四则运算题目767    6 + 3 * 0 / 6 = 
768.四则运算题目768    1 / 3 * 1 = 
769.四则运算题目769    7 / 8 + 4 * 7 = 
770.四则运算题目770    1 + 7 / 1 + 1 = 
771.四则运算题目771    8 + 8 + 4 * 6 = 
772.四则运算题目772    2 + 5 - 5 / 5 = 
773.四则运算题目773    4 + 5 * 7 = 
774.四则运算题目774    7 * 7 * 5 + 7 = 
775.四则运算题目775    9 * 8 - 7 + 8 = 
776.四则运算题目776    1 * 1 + 1 + 4 = 
777.四则运算题目777    8 / 3 + 3 + 8 = 
778.四则运算题目778    2 + 2 + 7 / 3 = 
779.四则运算题目779    8 + 8 + 4 * 3 = 
780.四则运算题目780    5 - 4 + 1 = 
781.四则运算题目781    8 / 3 + 3 + 3 = 
782.四则运算题目782    2 + 2 + 5 * 3 = 
783.四则运算题目783    3 + 1 * 3 + 3 = 
784.四则运算题目784    3 + 3 + 4 - 2 = 
785.四则运算题目785    5 - 2 / 2 / 5 = 
786.四则运算题目786    3 + 5 - 3 / 5 = 
787.四则运算题目787    7 / 2 = 
788.四则运算题目788    5 + 7 - 7 - 0 = 
789.四则运算题目789    7 / 3 - 0 + 7 = 
790.四则运算题目790    0 + 9 * 9 * 9 = 
791.四则运算题目791    3 - 0 + 3 = 
792.四则运算题目792    5 - 3 / 3 / 3 = 
793.四则运算题目793    4 + 7 / 3 - 5 = 
794.四则运算题目794    1 * 1 / 1 * 1 = 
795.四则运算题目795    5 + 5 * 5 = 
796.四则运算题目796    7 + 7 + 7 + 4 = 
797.四则运算题目797    4 / 7 + 1 * 4 = 
798.四则运算题目798    5 + 5 + 9 - 4 = 
799.四则运算题目799    7 + 1 * 7 + 5 = 
800.四则运算题目800    6 - 4 / 6 = 
801.四则运算题目801    7 * 7 * 4 / 3 = 
802.四则运算题目802    3 * 4 + 5 = 
803.四则运算题目803    9 - 0 + 3 / 3 = 
804.四则运算题目804    6 + 1 - 1 = 
805.四则运算题目805    7 * 1 / 7 * 3 = 
806.四则运算题目806    8 / 1 + 9 - 1 = 
807.四则运算题目807    1 * 4 + 1 * 3 = 
808.四则运算题目808    5 + 5 + 6 * 5 = 
809.四则运算题目809    7 * 7 * 3 + 3 = 
810.四则运算题目810    6 - 6 / 6 / 9 = 
811.四则运算题目811    2 + 2 + 9 - 2 = 
812.四则运算题目812    8 / 8 + 8 = 
813.四则运算题目813    9 * 7 + 2 - 7 = 
814.四则运算题目814    2 - 1 / 7 + 1 = 
815.四则运算题目815    5 + 5 + 7 = 
816.四则运算题目816    5 + 3 - 3 - 5 = 
817.四则运算题目817    5 + 1 * 1 * 3 = 
818.四则运算题目818    4 * 8 + 4 = 
819.四则运算题目819    8 * 5 + 5 + 5 = 
820.四则运算题目820    6 - 9 / 6 + 6 = 
821.四则运算题目821    6 + 3 * 3 * 3 = 
822.四则运算题目822    1 / 4 * 8 = 
823.四则运算题目823    2 + 2 + 8 / 5 = 
824.四则运算题目824    8 + 8 + 3 = 
825.四则运算题目825    2 + 9 / 2 + 5 = 
826.四则运算题目826    3 + 9 * 9 * 8 = 
827.四则运算题目827    2 / 2 * 8 + 2 = 
828.四则运算题目828    3 + 1 / 2 - 3 = 
829.四则运算题目829    5 + 2 / 2 * 2 = 
830.四则运算题目830    6 + 3 * 3 = 
831.四则运算题目831    7 / 1 * 7 = 
832.四则运算题目832    5 / 7 + 7 + 1 = 
833.四则运算题目833    3 + 8 * 3 + 3 = 
834.四则运算题目834    0 / 6 - 0 = 
835.四则运算题目835    1 + 1 + 4 - 1 = 
836.四则运算题目836    2 / 9 = 
837.四则运算题目837    7 * 7 * 6 + 6 = 
838.四则运算题目838    5 + 5 + 9 / 7 = 
839.四则运算题目839    5 * 9 - 2 = 
840.四则运算题目840    3 / 9 * 9 = 
841.四则运算题目841    6 / 7 * 7 * 7 = 
842.四则运算题目842    4 / 3 * 6 - 7 = 
843.四则运算题目843    0 + 2 * 2 * 0 = 
844.四则运算题目844    5 + 0 * 0 / 6 = 
845.四则运算题目845    6 - 4 + 7 / 7 = 
846.四则运算题目846    6 + 9 - 1 = 
847.四则运算题目847    9 + 9 + 3 - 2 = 
848.四则运算题目848    5 - 1 + 8 * 9 = 
849.四则运算题目849    6 * 0 / 2 = 
850.四则运算题目850    5 / 4 + 4 + 4 = 
851.四则运算题目851    9 + 9 / 1 = 
852.四则运算题目852    7 / 5 * 5 * 5 = 
853.四则运算题目853    2 + 9 * 7 = 
854.四则运算题目854    3 / 3 / 2 = 
855.四则运算题目855    6 + 1 * 1 = 
856.四则运算题目856    7 * 6 = 
857.四则运算题目857    2 / 9 + 9 + 9 = 
858.四则运算题目858    8 + 7 - 7 - 0 = 
859.四则运算题目859    7 - 7 + 7 + 7 = 
860.四则运算题目860    7 + 0 / 5 = 
861.四则运算题目861    6 * 6 + 6 = 
862.四则运算题目862    2 + 9 - 2 + 9 = 
863.四则运算题目863    7 - 0 + 9 / 9 = 
864.四则运算题目864    6 / 5 * 6 / 5 = 
865.四则运算题目865    7 / 7 / 5 + 5 = 
866.四则运算题目866    5 * 7 + 8 - 7 = 
867.四则运算题目867    4 / 4 + 9 = 
868.四则运算题目868    8 / 6 = 
869.四则运算题目869    3 * 7 + 2 - 7 = 
870.四则运算题目870    8 * 1 + 8 * 5 = 
871.四则运算题目871    4 / 3 + 0 * 3 = 
872.四则运算题目872    8 - 5 + 0 * 0 = 
873.四则运算题目873    9 + 9 + 8 / 3 = 
874.四则运算题目874    8 - 6 * 6 * 0 = 
875.四则运算题目875    5 + 5 + 9 / 9 = 
876.四则运算题目876    9 * 1 - 9 * 1 = 
877.四则运算题目877    6 / 6 / 4 * 3 = 
878.四则运算题目878    8 + 8 + 3 / 8 = 
879.四则运算题目879    9 + 6 / 8 * 9 = 
880.四则运算题目880    7 * 6 / 6 = 
881.四则运算题目881    2 / 2 / 1 * 1 = 
882.四则运算题目882    7 * 9 + 3 = 
883.四则运算题目883    6 - 1 + 7 * 1 = 
884.四则运算题目884    3 / 6 * 6 * 3 = 
885.四则运算题目885    5 / 9 + 9 = 
886.四则运算题目886    4 * 4 * 9 = 
887.四则运算题目887    7 + 2 - 7 = 
888.四则运算题目888    3 * 8 - 5 = 
889.四则运算题目889    1 * 6 - 2 / 2 = 
890.四则运算题目890    5 + 3 / 4 * 5 = 
891.四则运算题目891    9 - 2 * 0 + 9 = 
892.四则运算题目892    6 + 6 + 7 = 
893.四则运算题目893    4 / 8 * 4 / 3 = 
894.四则运算题目894    2 - 0 + 0 + 2 = 
895.四则运算题目895    9 + 7 - 7 = 
896.四则运算题目896    6 - 3 + 6 = 
897.四则运算题目897    4 / 6 + 4 = 
898.四则运算题目898    2 * 5 + 2 * 5 = 
899.四则运算题目899    6 * 6 / 7 + 7 = 
900.四则运算题目900    3 + 1 / 2 - 2 = 
901.四则运算题目901    3 - 5 / 6 = 
902.四则运算题目902    1 * 4 + 2 / 5 = 
903.四则运算题目903    5 * 5 * 8 = 
904.四则运算题目904    5 - 1 + 5 - 9 = 
905.四则运算题目905    1 + 1 + 8 / 6 = 
906.四则运算题目906    1 - 4 / 4 / 8 = 
907.四则运算题目907    9 * 3 - 7 = 
908.四则运算题目908    7 + 7 + 8 = 
909.四则运算题目909    9 / 1 * 4 = 
910.四则运算题目910    8 * 9 + 3 / 3 = 
911.四则运算题目911    2 + 8 * 8 = 
912.四则运算题目912    9 + 5 - 5 - 5 = 
913.四则运算题目913    2 - 4 / 3 + 3 = 
914.四则运算题目914    4 * 5 + 5 / 5 = 
915.四则运算题目915    9 * 9 * 6 = 
916.四则运算题目916    3 * 3 * 3 * 7 = 
917.四则运算题目917    3 + 2 / 2 * 0 = 
918.四则运算题目918    2 + 7 / 3 = 
919.四则运算题目919    6 * 9 - 9 - 6 = 
920.四则运算题目920    6 + 8 - 6 + 8 = 
921.四则运算题目921    5 / 5 / 5 = 
922.四则运算题目922    2 + 1 / 2 = 
923.四则运算题目923    2 + 5 / 5 / 2 = 
924.四则运算题目924    2 * 2 * 9 / 8 = 
925.四则运算题目925    4 * 4 * 3 = 
926.四则运算题目926    0 / 5 * 5 * 5 = 
927.四则运算题目927    1 / 2 * 1 / 5 = 
928.四则运算题目928    0 + 0 + 7 / 6 = 
929.四则运算题目929    4 / 4 / 2 = 
930.四则运算题目930    2 / 5 + 6 = 
931.四则运算题目931    5 + 8 / 3 = 
932.四则运算题目932    0 / 7 = 
933.四则运算题目933    9 + 9 + 8 = 
934.四则运算题目934    8 * 4 - 6 = 
935.四则运算题目935    7 * 1 + 1 = 
936.四则运算题目936    7 / 1 - 1 - 0 = 
937.四则运算题目937    8 * 6 - 4 / 2 = 
938.四则运算题目938    7 * 7 * 9 = 
939.四则运算题目939    1 + 2 / 2 = 
940.四则运算题目940    1 * 5 + 7 - 1 = 
941.四则运算题目941    3 * 3 * 5 - 6 = 
942.四则运算题目942    8 * 3 + 3 = 
943.四则运算题目943    0 + 3 - 2 / 3 = 
944.四则运算题目944    9 * 9 + 9 + 9 = 
945.四则运算题目945    3 + 3 + 1 * 0 = 
946.四则运算题目946    5 + 3 - 5 + 4 = 
947.四则运算题目947    8 + 0 / 7 - 0 = 
948.四则运算题目948    5 / 4 + 5 / 4 = 
949.四则运算题目949    6 * 6 * 4 = 
950.四则运算题目950    8 - 9 / 8 = 
951.四则运算题目951    7 + 7 + 1 * 7 = 
952.四则运算题目952    6 * 3 + 4 - 3 = 
953.四则运算题目953    4 * 4 * 4 * 7 = 
954.四则运算题目954    8 * 3 - 2 = 
955.四则运算题目955    1 * 1 * 1 * 4 = 
956.四则运算题目956    2 * 6 - 7 / 7 = 
957.四则运算题目957    7 + 5 * 7 + 0 = 
958.四则运算题目958    4 / 9 + 5 = 
959.四则运算题目959    8 * 8 * 8 * 3 = 
960.四则运算题目960    7 * 3 - 6 = 
961.四则运算题目961    2 * 9 / 6 = 
962.四则运算题目962    7 / 6 + 6 * 7 = 
963.四则运算题目963    9 / 6 * 8 + 9 = 
964.四则运算题目964    3 + 5 - 3 * 1 = 
965.四则运算题目965    8 + 9 - 8 = 
966.四则运算题目966    3 + 1 * 2 - 1 = 
967.四则运算题目967    2 + 4 - 1 / 4 = 
968.四则运算题目968    2 / 7 * 4 + 9 = 
969.四则运算题目969    7 * 7 * 7 = 
970.四则运算题目970    7 / 5 + 1 * 1 = 
971.四则运算题目971    3 * 5 - 3 * 5 = 
972.四则运算题目972    7 * 2 / 7 = 
973.四则运算题目973    6 * 2 - 7 / 9 = 
974.四则运算题目974    7 * 5 / 1 + 1 = 
975.四则运算题目975    6 * 8 / 3 = 
976.四则运算题目976    5 * 8 + 8 = 
977.四则运算题目977    9 / 3 - 3 = 
978.四则运算题目978    5 * 7 / 1 + 5 = 
979.四则运算题目979    5 * 9 / 9 / 5 = 
980.四则运算题目980    9 + 9 + 4 * 8 = 
981.四则运算题目981    0 + 9 / 9 = 
982.四则运算题目982    3 + 5 - 9 / 7 = 
983.四则运算题目983    6 * 3 / 9 = 
984.四则运算题目984    9 + 9 / 4 = 
985.四则运算题目985    8 * 8 + 5 - 8 = 
986.四则运算题目986    0 + 2 - 0 + 0 = 
987.四则运算题目987    1 + 4 * 5 / 1 = 
988.四则运算题目988    2 + 2 + 1 / 7 = 
989.四则运算题目989    2 + 3 - 2 + 3 = 
990.四则运算题目990    3 / 3 * 5 - 3 = 
991.四则运算题目991    4 + 9 - 4 + 9 = 
992.四则运算题目992    2 / 2 * 9 = 
993.四则运算题目993    5 + 5 + 1 * 0 = 
994.四则运算题目994    5 * 6 - 5 = 
995.四则运算题目995    4 - 9 / 9 / 7 = 
996.四则运算题目996    5 / 5 / 6 + 7 = 
997.四则运算题目997    7 * 2 + 1 / 2 = 
998.四则运算题目998    5 * 5 * 3 = 
999.四则运算题目999    1 + 4 - 1 + 4 = 
1000.四则运算题目1000    6 / 3 = 
1001.四则运算题目1001    7 / 3 - 7 / 3 = 
1002.四则运算题目1002    5 + 5 + 5 + 9 = 
1003.四则运算题目1003    8 + 0 / 4 = 
1004.四则运算题目1004    2 + 9 - 9 = 
1005.四则运算题目1005    5 * 5 * 4 - 8 = 
1006.四则运算题目1006    7 * 4 - 4 - 5 = 
1007.四则运算题目1007    2 * 6 - 4 / 3 = 
1008.四则运算题目1008    0 + 6 - 6 - 0 = 
1009.四则运算题目1009    5 / 5 / 3 + 5 = 
1010.四则运算题目1010    5 * 5 * 5 * 6 = 
1011.四则运算题目1011    2 / 7 + 2 * 2 = 
1012.四则运算题目1012    5 + 3 * 3 * 3 = 
1013.四则运算题目1013    9 - 0 + 9 - 5 = 
1014.四则运算题目1014    8 + 3 - 7 * 0 = 
1015.四则运算题目1015    4 / 2 * 4 = 
1016.四则运算题目1016    9 * 9 * 5 + 9 = 
1017.四则运算题目1017    7 + 7 / 1 * 7 = 
1018.四则运算题目1018    0 * 2 + 4 / 2 = 
1019.四则运算题目1019    2 * 1 + 2 * 8 = 
1020.四则运算题目1020    2 + 2 + 7 / 4 = 
1021.四则运算题目1021    9 + 9 * 6 / 9 = 
1022.四则运算题目1022    0 + 5 - 5 = 
1023.四则运算题目1023    1 + 1 * 1 * 8 = 
1024.四则运算题目1024    6 + 3 / 5 - 5 = 
1025.四则运算题目1025    2 - 0 * 2 = 
1026.四则运算题目1026    3 + 3 + 3 + 3 = 
1027.四则运算题目1027    9 + 1 - 7 / 9 = 
1028.四则运算题目1028    5 - 8 / 8 / 8 = 
1029.四则运算题目1029    9 / 6 + 9 = 
1030.四则运算题目1030    1 / 3 + 3 + 1 = 
1031.四则运算题目1031    5 - 3 + 3 * 3 = 
1032.四则运算题目1032    1 + 1 + 9 = 
1033.四则运算题目1033    2 - 1 / 2 + 2 = 
1034.四则运算题目1034    4 + 2 - 2 = 
1035.四则运算题目1035    2 + 5 - 2 + 7 = 
1036.四则运算题目1036    6 / 9 = 
